Reg.,Data,Hora,kW,kvarIND,kvarCAP,SH,SR,FPot.,DCR,UFER
1896,2019-10-24,16:00:00,47,24,0,F,L,89 L,48,1
1899,2019-10-24,16:15:00,42,22,0,F,L,89 L,,
1902,2019-10-24,16:30:00,30,13,0,F,L,91 L,,
1905,2019-10-24,16:45:00,44,18,0,F,L,92 L,,
1908,2019-10-24,17:00:00,27,12,0,F,L,92 L,36,0
1911,2019-10-24,17:15:00,24,10,0,F,L,92 L,,
1914,2019-10-24,17:30:00,13,8,0,F,L,85 L,,
1917,2019-10-24,17:45:00,17,10,0,F,L,86 L,,
1920,2019-10-24,18:00:00,2,3,0,F,L,45 L,15,1
1923,2019-10-24,18:15:00,0,3,0,P,L,0 L,,
1926,2019-10-24,18:30:00,2,2,0,P,L,71 L,,
1929,2019-10-24,18:45:00,0,3,0,P,L,0 L,,
1932,2019-10-24,19:00:00,2,3,0,P,L,45 L,3,2
1935,2019-10-24,19:15:00,0,3,0,P,L,0 L,,
1938,2019-10-24,19:30:00,2,3,0,P,L,45 L,,
1941,2019-10-24,19:45:00,0,3,0,P,L,0 L,,
1944,2019-10-24,20:00:00,2,3,0,P,L,45 L,3,2
1947,2019-10-24,20:15:00,0,3,0,P,L,0 L,,
1950,2019-10-24,20:30:00,2,3,0,P,L,45 L,,
1953,2019-10-24,20:45:00,0,2,0,P,L,0 L,,
1956,2019-10-24,21:00:00,2,3,0,P,L,45 L,3,2
1959,2019-10-24,21:15:00,29,10,0,F,L,94 L,,
1962,2019-10-24,21:30:00,22,10,0,F,L,91 L,,
1965,2019-10-24,21:45:00,18,10,0,F,L,88 L,,
1968,2019-10-24,22:00:00,18,10,0,F,L,88 L,22,0
1971,2019-10-24,22:15:00,17,8,0,F,L,89 L,,
1974,2019-10-24,22:30:00,13,8,0,F,L,85 L,,
1977,2019-10-24,22:45:00,8,8,0,F,L,71 L,,
1980,2019-10-24,23:00:00,12,5,0,F,L,92 L,14,1
1983,2019-10-24,23:15:00,12,7,0,F,L,87 L,,
1986,2019-10-24,23:30:00,10,7,0,F,L,83 L,,
1989,2019-10-24,23:45:00,8,5,0,F,L,86 L,,
1992,2019-10-25,00:00:00,8,7,0,F,L,78 L,11,1
1995,2019-10-25,00:15:00,8,5,0,F,C,86 L,,
1998,2019-10-25,00:30:00,7,7,0,F,C,71 L,,
2001,2019-10-25,00:45:00,8,8,0,F,C,71 L,,
2004,2019-10-25,01:00:00,7,7,0,F,C,71 L,,
2007,2019-10-25,01:15:00,7,7,0,F,C,71 L,,
2010,2019-10-25,01:30:00,5,7,0,F,C,60 L,,
2013,2019-10-25,01:45:00,7,8,0,F,C,62 L,,
2016,2019-10-25,02:00:00,5,8,0,F,C,51 L,,
2019,2019-10-25,02:15:00,7,7,0,F,C,71 L,,
2022,2019-10-25,02:30:00,5,7,0,F,C,60 L,,
2025,2019-10-25,02:45:00,7,8,0,F,C,62 L,,
2028,2019-10-25,03:00:00,5,8,0,F,C,51 L,,
2031,2019-10-25,03:15:00,5,7,0,F,C,60 L,,
2034,2019-10-25,03:30:00,7,8,0,F,C,62 L,,
2037,2019-10-25,03:45:00,7,8,0,F,C,62 L,,
2040,2019-10-25,04:00:00,5,8,0,F,C,51 L,,
2043,2019-10-25,04:15:00,5,8,0,F,C,51 L,,
2046,2019-10-25,04:30:00,7,7,0,F,C,71 L,,
2049,2019-10-25,04:45:00,5,8,0,F,C,51 L,,
2052,2019-10-25,05:00:00,5,7,0,F,C,60 L,,
2055,2019-10-25,05:15:00,7,7,0,F,C,71 L,,
2058,2019-10-25,05:30:00,5,7,0,F,C,60 L,,
2061,2019-10-25,05:45:00,3,7,0,F,C,45 L,,
2064,2019-10-25,06:00:00,5,5,0,F,C,71 L,,
2067,2019-10-25,06:15:00,5,7,0,F,L,60 L,,
2070,2019-10-25,06:30:00,3,5,0,F,L,55 L,,
2073,2019-10-25,06:45:00,5,7,0,F,L,60 L,,
2076,2019-10-25,07:00:00,5,5,0,F,L,71 L,7,2
2079,2019-10-25,07:15:00,7,5,0,F,L,80 L,,
2082,2019-10-25,07:30:00,8,7,0,F,L,78 L,,
2085,2019-10-25,07:45:00,17,8,0,F,L,89 L,,
2088,2019-10-25,08:00:00,35,12,0,F,L,95 L,17,0
2091,2019-10-25,08:15:00,37,12,0,F,L,95 L,,
2094,2019-10-25,08:30:00,32,10,0,F,L,95 L,,
2097,2019-10-25,08:45:00,29,10,0,F,L,94 L,,
2100,2019-10-25,09:00:00,34,10,0,F,L,96 L,,
2103,2019-10-25,09:15:00,34,12,0,F,L,94 L,,
2106,2019-10-25,09:30:00,34,10,0,F,L,96 L,,
2109,2019-10-25,09:45:00,34,12,0,F,L,94 L,,
2112,2019-10-25,10:00:00,37,12,0,F,L,95 L,,
2115,2019-10-25,10:15:00,40,13,0,F,L,95 L,,
2118,2019-10-25,10:30:00,35,10,0,F,L,96 L,,
2121,2019-10-25,10:45:00,39,10,0,F,L,97 L,,
2124,2019-10-25,11:00:00,30,8,0,F,L,96 L,,
2127,2019-10-25,11:15:00,32,10,0,F,L,95 L,,
2130,2019-10-25,11:30:00,37,12,0,F,L,95 L,,
2133,2019-10-25,11:45:00,39,10,0,F,L,97 L,,
2136,2019-10-25,12:00:00,39,10,0,F,L,97 L,,
2139,2019-10-25,12:15:00,32,12,0,F,L,94 L,,
2142,2019-10-25,12:30:00,35,12,0,F,L,95 L,,
2145,2019-10-25,12:45:00,30,10,0,F,L,95 L,,
2148,2019-10-25,13:00:00,29,12,0,F,L,92 L,,
2151,2019-10-25,13:15:00,29,10,0,F,L,94 L,,
2154,2019-10-25,13:30:00,30,10,0,F,L,95 L,,
2157,2019-10-25,13:45:00,25,8,0,F,L,95 L,,
2160,2019-10-25,14:00:00,29,10,0,F,L,94 L,,
2163,2019-10-25,14:15:00,25,8,0,F,L,95 L,,
2166,2019-10-25,14:30:00,22,7,0,F,L,96 L,,
2169,2019-10-25,14:45:00,22,7,0,F,L,96 L,,
2172,2019-10-25,15:00:00,27,10,0,F,L,94 L,,
2175,2019-10-25,15:15:00,29,8,0,F,L,96 L,,
2178,2019-10-25,15:30:00,32,10,0,F,L,95 L,,
2181,2019-10-25,15:45:00,27,8,0,F,L,95 L,,
2184,2019-10-25,16:00:00,25,8,0,F,L,95 L,,
2187,2019-10-25,16:15:00,24,10,0,F,L,92 L,,
2190,2019-10-25,16:30:00,25,8,0,F,L,95 L,,
2193,2019-10-25,16:45:00,27,10,0,F,L,94 L,,
2196,2019-10-25,17:00:00,25,10,0,F,L,93 L,,
2199,2019-10-25,17:15:00,25,8,0,F,L,95 L,,
2202,2019-10-25,17:30:00,27,12,0,F,L,92 L,,
2205,2019-10-25,17:45:00,24,10,0,F,L,92 L,,
2208,2019-10-25,18:00:00,17,7,0,F,L,93 L,,
2211,2019-10-25,18:15:00,3,5,0,P,L,55 L,,
2214,2019-10-25,18:30:00,0,2,0,P,L,0 L,,
2217,2019-10-25,18:45:00,2,3,0,P,L,45 L,,
2220,2019-10-25,19:00:00,0,2,0,P,L,0 L,3,2
2223,2019-10-25,19:15:00,2,3,0,P,L,45 L,,
2226,2019-10-25,19:30:00,0,2,0,P,L,0 L,,
2229,2019-10-25,19:45:00,2,3,0,P,L,45 L,,
2232,2019-10-25,20:00:00,0,3,0,P,L,0 L,3,2
2235,2019-10-25,20:15:00,2,3,0,P,L,45 L,,
2238,2019-10-25,20:30:00,0,2,0,P,L,0 L,,
2241,2019-10-25,20:45:00,2,3,0,P,L,45 L,,
2244,2019-10-25,21:00:00,2,3,0,P,L,45 L,3,2
2247,2019-10-25,21:15:00,22,10,0,F,L,91 L,,
2250,2019-10-25,21:30:00,18,8,0,F,L,91 L,,
2253,2019-10-25,21:45:00,15,8,0,F,L,87 L,,
2256,2019-10-25,22:00:00,17,8,0,F,L,89 L,18,0
2259,2019-10-25,22:15:00,17,8,0,F,L,89 L,,
2262,2019-10-25,22:30:00,13,8,0,F,L,85 L,,
2265,2019-10-25,22:45:00,10,7,0,F,L,83 L,,
2268,2019-10-25,23:00:00,7,5,0,F,L,80 L,13,1
2271,2019-10-25,23:15:00,8,7,0,F,L,78 L,,
2274,2019-10-25,23:30:00,8,7,0,F,L,78 L,,
2277,2019-10-25,23:45:00,7,5,0,F,L,80 L,,
2280,2019-10-26,00:00:00,7,7,0,F,L,71 L,9,1
2283,2019-10-26,00:15:00,7,5,0,F,C,80 L,,
2286,2019-10-26,00:30:00,7,5,0,F,C,80 L,,
2289,2019-10-26,00:45:00,8,5,0,F,C,86 L,,
2292,2019-10-26,01:00:00,7,7,0,F,C,71 L,,
2295,2019-10-26,01:15:00,7,5,0,F,C,80 L,,
2298,2019-10-26,01:30:00,7,7,0,F,C,71 L,,
2301,2019-10-26,01:45:00,7,5,0,F,C,80 L,,
2304,2019-10-26,02:00:00,5,7,0,F,C,60 L,,
2307,2019-10-26,02:15:00,8,7,0,F,C,78 L,,
2310,2019-10-26,02:30:00,7,5,0,F,C,80 L,,
2313,2019-10-26,02:45:00,5,7,0,F,C,60 L,,
2316,2019-10-26,03:00:00,7,5,0,F,C,80 L,,
2319,2019-10-26,03:15:00,5,5,0,F,C,71 L,,
2322,2019-10-26,03:30:00,7,7,0,F,C,71 L,,
2325,2019-10-26,03:45:00,7,7,0,F,C,71 L,,
2328,2019-10-26,04:00:00,5,5,0,F,C,71 L,,
2331,2019-10-26,04:15:00,7,7,0,F,C,71 L,,
2334,2019-10-26,04:30:00,5,7,0,F,C,60 L,,
2337,2019-10-26,04:45:00,7,7,0,F,C,71 L,,
2340,2019-10-26,05:00:00,7,7,0,F,C,71 L,,
2343,2019-10-26,05:15:00,5,7,0,F,C,60 L,,
2346,2019-10-26,05:30:00,7,7,0,F,C,71 L,,
2349,2019-10-26,05:45:00,5,7,0,F,C,60 L,,
2352,2019-10-26,06:00:00,7,7,0,F,C,71 L,,
2355,2019-10-26,06:15:00,5,7,0,F,L,60 L,,
2358,2019-10-26,06:30:00,5,5,0,F,L,71 L,,
2361,2019-10-26,06:45:00,5,7,0,F,L,60 L,,
2364,2019-10-26,07:00:00,5,7,0,F,L,60 L,7,2
2367,2019-10-26,07:15:00,5,7,0,F,L,60 L,,
2370,2019-10-26,07:30:00,5,7,0,F,L,60 L,,
2373,2019-10-26,07:45:00,10,7,0,F,L,83 L,,
2376,2019-10-26,08:00:00,12,7,0,F,L,87 L,10,2
2379,2019-10-26,08:15:00,13,7,0,F,L,89 L,,
2382,2019-10-26,08:30:00,15,8,0,F,L,87 L,,
2385,2019-10-26,08:45:00,17,8,0,F,L,89 L,,
2388,2019-10-26,09:00:00,25,8,0,F,L,95 L,18,0
2391,2019-10-26,09:15:00,30,10,0,F,L,95 L,,
2394,2019-10-26,09:30:00,29,8,0,F,L,96 L,,
2397,2019-10-26,09:45:00,27,10,0,F,L,94 L,,
2400,2019-10-26,10:00:00,27,8,0,F,L,95 L,,
2403,2019-10-26,10:15:00,27,8,0,F,L,95 L,,
2406,2019-10-26,10:30:00,25,8,0,F,L,95 L,,
2409,2019-10-26,10:45:00,25,7,0,F,L,97 L,,
2412,2019-10-26,11:00:00,25,8,0,F,L,95 L,,
2415,2019-10-26,11:15:00,22,8,0,F,L,93 L,,
2418,2019-10-26,11:30:00,22,7,0,F,L,96 L,,
2421,2019-10-26,11:45:00,17,7,0,F,L,93 L,,
2424,2019-10-26,12:00:00,20,8,0,F,L,92 L,,
2427,2019-10-26,12:15:00,22,7,0,F,L,96 L,,
2430,2019-10-26,12:30:00,20,8,0,F,L,92 L,,
2433,2019-10-26,12:45:00,20,7,0,F,L,95 L,,
2436,2019-10-26,13:00:00,15,8,0,F,L,87 L,,
2439,2019-10-26,13:15:00,17,7,0,F,L,93 L,,
2442,2019-10-26,13:30:00,18,7,0,F,L,94 L,,
2445,2019-10-26,13:45:00,20,7,0,F,L,95 L,,
2448,2019-10-26,14:00:00,18,7,0,F,L,94 L,,
2451,2019-10-26,14:15:00,18,7,0,F,L,94 L,,
2454,2019-10-26,14:30:00,22,8,0,F,L,93 L,,
2457,2019-10-26,14:45:00,17,10,0,F,L,86 L,,
2460,2019-10-26,15:00:00,15,8,0,F,L,87 L,18,0
2463,2019-10-26,15:15:00,18,10,0,F,L,88 L,,
2466,2019-10-26,15:30:00,18,8,0,F,L,91 L,,
2469,2019-10-26,15:45:00,20,8,0,F,L,92 L,,
2472,2019-10-26,16:00:00,24,8,0,F,L,94 L,20,0
2475,2019-10-26,16:15:00,24,10,0,F,L,92 L,,
2478,2019-10-26,16:30:00,24,10,0,F,L,92 L,,
2481,2019-10-26,16:45:00,27,10,0,F,L,94 L,,
2484,2019-10-26,17:00:00,24,10,0,F,L,92 L,,
2487,2019-10-26,17:15:00,27,8,0,F,L,95 L,,
2490,2019-10-26,17:30:00,32,10,0,F,L,95 L,,
2493,2019-10-26,17:45:00,91,47,0,F,L,89 L,,
2496,2019-10-26,18:00:00,87,42,0,F,L,90 L,60,1
2499,2019-10-26,18:15:00,59,25,0,F,L,92 L,,
2502,2019-10-26,18:30:00,79,37,0,F,L,91 L,,
2505,2019-10-26,18:45:00,72,37,0,F,L,89 L,,
2508,2019-10-26,19:00:00,74,35,0,F,L,90 L,72,1
2511,2019-10-26,19:15:00,50,24,0,F,L,91 L,,
2514,2019-10-26,19:30:00,62,30,0,F,L,90 L,,
2517,2019-10-26,19:45:00,59,29,0,F,L,90 L,,
2520,2019-10-26,20:00:00,45,22,0,F,L,90 L,55,1
2523,2019-10-26,20:15:00,81,44,0,F,L,88 L,,
2526,2019-10-26,20:30:00,66,35,0,F,L,88 L,,
2529,2019-10-26,20:45:00,44,25,0,F,L,87 L,,
2532,2019-10-26,21:00:00,77,42,0,F,L,88 L,70,3
2535,2019-10-26,21:15:00,60,35,0,F,L,86 L,,
2538,2019-10-26,21:30:00,40,24,0,F,L,86 L,,
2541,2019-10-26,21:45:00,42,27,0,F,L,84 L,,
2544,2019-10-26,22:00:00,74,44,0,F,L,86 L,58,4
2547,2019-10-26,22:15:00,37,25,0,F,L,83 L,,
2550,2019-10-26,22:30:00,24,15,0,F,L,84 L,,
2553,2019-10-26,22:45:00,10,7,0,F,L,83 L,,
2556,2019-10-26,23:00:00,7,5,0,F,L,80 L,21,2
2559,2019-10-26,23:15:00,5,3,0,F,L,83 L,,
2562,2019-10-26,23:30:00,5,5,0,F,L,71 L,,
2565,2019-10-26,23:45:00,7,5,0,F,L,80 L,,
2568,2019-10-27,00:00:00,5,5,0,F,L,71 L,7,1
2571,2019-10-27,00:15:00,5,5,0,F,C,71 L,,
2574,2019-10-27,00:30:00,5,5,0,F,C,71 L,,
2577,2019-10-27,00:45:00,3,3,0,F,C,71 L,,
2580,2019-10-27,01:00:00,5,5,0,F,C,71 L,,
2583,2019-10-27,01:15:00,5,5,0,F,C,71 L,,
2586,2019-10-27,01:30:00,3,3,0,F,C,71 L,,
2589,2019-10-27,01:45:00,5,5,0,F,C,71 L,,
2592,2019-10-27,02:00:00,5,5,0,F,C,71 L,,
2595,2019-10-27,02:15:00,3,5,0,F,C,55 L,,
2598,2019-10-27,02:30:00,5,3,0,F,C,83 L,,
2601,2019-10-27,02:45:00,5,5,0,F,C,71 L,,
2604,2019-10-27,03:00:00,3,5,0,F,C,55 L,,
2607,2019-10-27,03:15:00,5,5,0,F,C,71 L,,
2610,2019-10-27,03:30:00,3,5,0,F,C,55 L,,
2613,2019-10-27,03:45:00,5,5,0,F,C,71 L,,
2616,2019-10-27,04:00:00,5,5,0,F,C,71 L,,
2619,2019-10-27,04:15:00,3,3,0,F,C,71 L,,
2622,2019-10-27,04:30:00,5,7,0,F,C,60 L,,
2625,2019-10-27,04:45:00,3,5,0,F,C,55 L,,
2628,2019-10-27,05:00:00,5,7,0,F,C,60 L,,
2631,2019-10-27,05:15:00,5,7,0,F,C,60 L,,
2634,2019-10-27,05:30:00,5,7,0,F,C,60 L,,
2637,2019-10-27,05:45:00,5,5,0,F,C,71 L,,
2640,2019-10-27,06:00:00,5,7,0,F,C,60 L,,
2643,2019-10-27,06:15:00,7,5,0,F,L,80 L,,
2646,2019-10-27,06:30:00,8,7,0,F,L,78 L,,
2649,2019-10-27,06:45:00,8,7,0,F,L,78 L,,
2652,2019-10-27,07:00:00,10,7,0,F,L,83 L,10,1
2655,2019-10-27,07:15:00,10,7,0,F,L,83 L,,
2658,2019-10-27,07:30:00,64,42,0,F,L,84 L,,
2661,2019-10-27,07:45:00,42,30,0,F,L,81 L,,
2664,2019-10-27,08:00:00,40,25,0,F,L,85 L,43,4
2667,2019-10-27,08:15:00,44,27,0,F,L,85 L,,
2670,2019-10-27,08:30:00,55,34,0,F,L,86 L,,
2673,2019-10-27,08:45:00,67,35,0,F,L,89 L,,
2676,2019-10-27,09:00:00,69,30,0,F,L,92 L,61,3
2679,2019-10-27,09:15:00,69,29,0,F,L,92 L,,
2682,2019-10-27,09:30:00,91,42,0,F,L,91 L,,
2685,2019-10-27,09:45:00,54,20,0,F,L,94 L,,
2688,2019-10-27,10:00:00,84,42,0,F,L,89 L,75,1
2691,2019-10-27,10:15:00,82,44,0,F,L,88 L,,
2694,2019-10-27,10:30:00,77,42,0,F,L,88 L,,
2697,2019-10-27,10:45:00,79,42,0,F,L,88 L,,
2700,2019-10-27,11:00:00,87,40,0,F,L,91 L,84,3
2703,2019-10-27,11:15:00,50,22,0,F,L,92 L,,
2706,2019-10-27,11:30:00,32,12,0,F,L,94 L,,
2709,2019-10-27,11:45:00,29,10,0,F,L,94 L,,
2712,2019-10-27,12:00:00,30,12,0,F,L,93 L,,
2715,2019-10-27,12:15:00,24,12,0,F,L,89 L,,
2718,2019-10-27,12:30:00,13,8,0,F,L,85 L,,
2721,2019-10-27,12:45:00,10,7,0,F,L,83 L,,
2724,2019-10-27,13:00:00,10,8,0,F,L,77 L,15,1
2727,2019-10-27,13:15:00,13,8,0,F,L,85 L,,
2730,2019-10-27,13:30:00,17,7,0,F,L,93 L,,
2733,2019-10-27,13:45:00,15,8,0,F,L,87 L,,
2736,2019-10-27,14:00:00,7,7,0,F,L,71 L,14,1
2739,2019-10-27,14:15:00,8,7,0,F,L,78 L,,
2742,2019-10-27,14:30:00,10,8,0,F,L,77 L,,
2745,2019-10-27,14:45:00,12,7,0,F,L,87 L,,
2748,2019-10-27,15:00:00,7,7,0,F,L,71 L,11,2
2751,2019-10-27,15:15:00,7,7,0,F,L,71 L,,
2754,2019-10-27,15:30:00,7,7,0,F,L,71 L,,
2757,2019-10-27,15:45:00,8,8,0,F,L,71 L,,
2760,2019-10-27,16:00:00,7,7,0,F,L,71 L,9,2
2763,2019-10-27,16:15:00,27,18,0,F,L,82 L,,
2766,2019-10-27,16:30:00,66,39,0,F,L,86 L,,
2769,2019-10-27,16:45:00,82,42,0,F,L,89 L,,
2772,2019-10-27,17:00:00,87,40,0,F,L,91 L,68,3
2775,2019-10-27,17:15:00,102,44,0,F,L,92 L,,
2778,2019-10-27,17:30:00,99,42,0,F,L,92 L,,
2781,2019-10-27,17:45:00,91,40,0,F,L,91 L,,
2784,2019-10-27,18:00:00,89,40,0,F,L,91 L,96,0
2787,2019-10-27,18:15:00,84,39,0,F,L,91 L,,
2790,2019-10-27,18:30:00,81,39,0,F,L,90 L,,
2793,2019-10-27,18:45:00,76,39,0,F,L,89 L,,
2796,2019-10-27,19:00:00,79,39,0,F,L,90 L,82,2
2799,2019-10-27,19:15:00,81,39,0,F,L,90 L,,
2802,2019-10-27,19:30:00,87,40,0,F,L,91 L,,
2805,2019-10-27,19:45:00,96,44,0,F,L,91 L,,
2808,2019-10-27,20:00:00,96,42,0,F,L,92 L,91,1
2811,2019-10-27,20:15:00,87,40,0,F,L,91 L,,
2814,2019-10-27,20:30:00,87,40,0,F,L,91 L,,
2817,2019-10-27,20:45:00,97,44,0,F,L,91 L,,
2820,2019-10-27,21:00:00,96,44,0,F,L,91 L,93,1
2823,2019-10-27,21:15:00,91,40,0,F,L,91 L,,
2826,2019-10-27,21:30:00,89,40,0,F,L,91 L,,
2829,2019-10-27,21:45:00,35,12,0,F,L,95 L,,
2832,2019-10-27,22:00:00,13,7,0,F,L,89 L,57,0
2835,2019-10-27,22:15:00,8,5,0,F,L,86 L,,
2838,2019-10-27,22:30:00,7,5,0,F,L,80 L,,
2841,2019-10-27,22:45:00,7,5,0,F,L,80 L,,
2844,2019-10-27,23:00:00,5,5,0,F,L,71 L,8,1
2847,2019-10-27,23:15:00,7,5,0,F,L,80 L,,
2850,2019-10-27,23:30:00,5,5,0,F,L,71 L,,
2853,2019-10-27,23:45:00,5,5,0,F,L,71 L,,
2856,2019-10-28,00:00:00,5,5,0,F,L,71 L,7,1
2859,2019-10-28,00:15:00,3,5,0,F,C,55 L,,
2862,2019-10-28,00:30:00,5,3,0,F,C,83 L,,
2865,2019-10-28,00:45:00,5,5,0,F,C,71 L,,
2868,2019-10-28,01:00:00,5,5,0,F,C,71 L,,
2871,2019-10-28,01:15:00,5,3,0,F,C,83 L,,
2874,2019-10-28,01:30:00,5,5,0,F,C,71 L,,
2877,2019-10-28,01:45:00,3,3,0,F,C,71 L,,
2880,2019-10-28,02:00:00,5,5,0,F,C,71 L,,
2883,2019-10-28,02:15:00,5,5,0,F,C,71 L,,
2886,2019-10-28,02:30:00,5,5,0,F,C,71 L,,
2889,2019-10-28,02:45:00,5,5,0,F,C,71 L,,
2892,2019-10-28,03:00:00,5,5,0,F,C,71 L,,
2895,2019-10-28,03:15:00,5,7,0,F,C,60 L,,
2898,2019-10-28,03:30:00,5,5,0,F,C,71 L,,
2901,2019-10-28,03:45:00,5,5,0,F,C,71 L,,
2904,2019-10-28,04:00:00,5,5,0,F,C,71 L,,
2907,2019-10-28,04:15:00,3,5,0,F,C,55 L,,
2910,2019-10-28,04:30:00,5,7,0,F,C,60 L,,
2913,2019-10-28,04:45:00,7,5,0,F,C,80 L,,
2916,2019-10-28,05:00:00,5,7,0,F,C,60 L,,
2919,2019-10-28,05:15:00,5,5,0,F,C,71 L,,
2922,2019-10-28,05:30:00,5,5,0,F,C,71 L,,
2925,2019-10-28,05:45:00,3,7,0,F,C,45 L,,
2928,2019-10-28,06:00:00,7,5,0,F,C,80 L,,
2931,2019-10-28,06:15:00,5,3,0,F,L,83 L,,
2934,2019-10-28,06:30:00,5,5,0,F,L,71 L,,
2937,2019-10-28,06:45:00,8,5,0,F,L,86 L,,
2940,2019-10-28,07:00:00,20,5,0,F,L,97 L,10,0
2943,2019-10-28,07:15:00,25,7,0,F,L,97 L,,
2946,2019-10-28,07:30:00,35,8,0,F,L,97 L,,
2949,2019-10-28,07:45:00,40,10,0,F,L,97 L,,
2952,2019-10-28,08:00:00,50,12,0,F,L,97 L,,
2955,2019-10-28,08:15:00,49,12,0,F,L,97 L,,
2958,2019-10-28,08:30:00,47,12,0,F,L,97 L,,
2961,2019-10-28,08:45:00,49,10,0,F,L,98 L,,
2964,2019-10-28,09:00:00,49,10,0,F,L,98 L,,
2967,2019-10-28,09:15:00,50,12,0,F,L,97 L,,
2970,2019-10-28,09:30:00,50,12,0,F,L,97 L,,
2973,2019-10-28,09:45:00,45,10,0,F,L,98 L,,
2976,2019-10-28,10:00:00,49,12,0,F,L,97 L,,
2979,2019-10-28,10:15:00,49,13,0,F,L,96 L,,
2982,2019-10-28,10:30:00,52,12,0,F,L,98 L,,
2985,2019-10-28,10:45:00,55,13,0,F,L,97 L,,
2988,2019-10-28,11:00:00,52,12,0,F,L,98 L,,
2991,2019-10-28,11:15:00,50,13,0,F,L,97 L,,
2994,2019-10-28,11:30:00,52,12,0,F,L,98 L,,
2997,2019-10-28,11:45:00,50,12,0,F,L,97 L,,
3000,2019-10-28,12:00:00,44,10,0,F,L,97 L,,
3003,2019-10-28,12:15:00,40,10,0,F,L,97 L,,
3006,2019-10-28,12:30:00,39,10,0,F,L,97 L,,
3009,2019-10-28,12:45:00,35,8,0,F,L,97 L,,
3012,2019-10-28,13:00:00,32,8,0,F,L,97 L,,
3015,2019-10-28,13:15:00,32,8,0,F,L,97 L,,
3018,2019-10-28,13:30:00,32,8,0,F,L,97 L,,
3021,2019-10-28,13:45:00,30,8,0,F,L,96 L,,
3024,2019-10-28,14:00:00,29,7,0,F,L,97 L,,
3027,2019-10-28,14:15:00,27,8,0,F,L,95 L,,
3030,2019-10-28,14:30:00,27,8,0,F,L,95 L,,
3033,2019-10-28,14:45:00,34,8,0,F,L,97 L,,
3036,2019-10-28,15:00:00,25,8,0,F,L,95 L,,
3039,2019-10-28,15:15:00,25,8,0,F,L,95 L,,
3042,2019-10-28,15:30:00,27,10,0,F,L,94 L,,
3045,2019-10-28,15:45:00,27,8,0,F,L,95 L,,
3048,2019-10-28,16:00:00,29,8,0,F,L,96 L,,
3051,2019-10-28,16:15:00,32,10,0,F,L,95 L,,
3054,2019-10-28,16:30:00,30,8,0,F,L,96 L,,
3057,2019-10-28,16:45:00,30,10,0,F,L,95 L,,
3060,2019-10-28,17:00:00,25,8,0,F,L,95 L,,
3063,2019-10-28,17:15:00,25,8,0,F,L,95 L,,
3066,2019-10-28,17:30:00,18,7,0,F,L,94 L,,
3069,2019-10-28,17:45:00,24,7,0,F,L,96 L,,
3072,2019-10-28,18:00:00,17,7,0,F,L,93 L,,
3075,2019-10-28,18:15:00,2,2,0,P,L,71 L,,
3078,2019-10-28,18:30:00,0,2,0,P,L,0 L,,
3081,2019-10-28,18:45:00,0,3,0,P,L,0 L,,
3084,2019-10-28,19:00:00,2,2,0,P,L,71 L,2,1
3087,2019-10-28,19:15:00,0,3,0,P,L,0 L,,
3090,2019-10-28,19:30:00,2,2,0,P,L,71 L,,
3093,2019-10-28,19:45:00,0,3,0,P,L,0 L,,
3096,2019-10-28,20:00:00,2,2,0,P,L,71 L,2,2
3099,2019-10-28,20:15:00,0,3,0,P,L,0 L,,
3102,2019-10-28,20:30:00,2,3,0,P,L,45 L,,
3105,2019-10-28,20:45:00,0,2,0,P,L,0 L,,
3108,2019-10-28,21:00:00,2,3,0,P,L,45 L,3,2
3111,2019-10-28,21:15:00,29,10,0,F,L,94 L,,
3114,2019-10-28,21:30:00,25,10,0,F,L,93 L,,
3117,2019-10-28,21:45:00,22,8,0,F,L,93 L,,
3120,2019-10-28,22:00:00,12,8,0,F,L,81 L,,
3123,2019-10-28,22:15:00,8,7,0,F,L,78 L,,
3126,2019-10-28,22:30:00,8,7,0,F,L,78 L,,
3129,2019-10-28,22:45:00,7,7,0,F,L,71 L,,
3132,2019-10-28,23:00:00,8,7,0,F,L,78 L,10,2
3135,2019-10-28,23:15:00,5,5,0,F,L,71 L,,
3138,2019-10-28,23:30:00,7,7,0,F,L,71 L,,
3141,2019-10-28,23:45:00,7,5,0,F,L,80 L,,
3144,2019-10-29,00:00:00,5,5,0,F,L,71 L,7,2
3147,2019-10-29,00:15:00,7,5,0,F,C,80 L,,
3150,2019-10-29,00:30:00,7,5,0,F,C,80 L,,
3153,2019-10-29,00:45:00,8,7,0,F,C,78 L,,
3156,2019-10-29,01:00:00,8,7,0,F,C,78 L,,
3159,2019-10-29,01:15:00,7,5,0,F,C,80 L,,
3162,2019-10-29,01:30:00,7,5,0,F,C,80 L,,
3165,2019-10-29,01:45:00,7,5,0,F,C,80 L,,
3168,2019-10-29,02:00:00,7,5,0,F,C,80 L,,
3171,2019-10-29,02:15:00,7,7,0,F,C,71 L,,
3174,2019-10-29,02:30:00,7,5,0,F,C,80 L,,
3177,2019-10-29,02:45:00,7,5,0,F,C,80 L,,
3180,2019-10-29,03:00:00,7,7,0,F,C,71 L,,
3183,2019-10-29,03:15:00,7,5,0,F,C,80 L,,
3186,2019-10-29,03:30:00,7,7,0,F,C,71 L,,
3189,2019-10-29,03:45:00,5,5,0,F,C,71 L,,
